Year_Month_State,Incident Date,State,Incident City,Incident Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Year,Unemployment Rate,Year_Month,Month_Name,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other
2021-02 Georgia,2021-02-10,Georgia,Atlanta,62 Harwell Rd NW,0.0,4.0,0.0,0.0,0.0,2021,6.2,2021-02,February,37243.0,0.0,21523.0,10215.0,1122.0,727.0,0.0,18.0,8.0,3.0,1495.0,705.0,15.0,14.0,0.0,0.0,0.0,0.0,18.0,12.0,2.0,0.0,0.0,0.0
2021-02 Georgia,2021-02-11,Georgia,Columbus,2001 South Lumpkin Rd,1.0,4.0,0.0,0.0,0.0,2021,6.2,2021-02,February,37243.0,0.0,21523.0,10215.0,1122.0,727.0,0.0,18.0,8.0,3.0,1495.0,705.0,15.0,14.0,0.0,0.0,0.0,0.0,18.0,12.0,2.0,0.0,0.0,0.0
2021-02 Illinois,2021-02-06,Illinois,Bloomingdale,250 W Schick Rd,1.0,5.0,0.0,0.0,1.0,2021,6.2,2021-02,February,18820.0,846252.0,24290.0,11338.0,0.0,1320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02 Illinois,2021-02-20,Illinois,Springfield,1100 block of S Grand Ave W,1.0,4.0,0.0,0.0,0.0,2021,6.2,2021-02,February,18820.0,846252.0,24290.0,11338.0,0.0,1320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02 Indiana,2021-02-13,Indiana,Indianapolis,3800 block of N Sherman Dr,0.0,4.0,0.0,0.0,0.0,2021,6.2,2021-02,February,902.0,150662.0,25161.0,14378.0,2063.0,998.0,18.0,3.0,2.0,1.0,513.0,276.0,26.0,19.0,0.0,1.0,0.0,0.0,62.0,57.0,17.0,0.0,2.0,1.0
2021-02 Indiana,2021-02-28,Indiana,East Chicago,1205 W Chicago Ave,0.0,4.0,0.0,0.0,0.0,2021,6.2,2021-02,February,902.0,150662.0,25161.0,14378.0,2063.0,998.0,18.0,3.0,2.0,1.0,513.0,276.0,26.0,19.0,0.0,1.0,0.0,0.0,62.0,57.0,17.0,0.0,2.0,1.0
2021-02 Louisiana,2021-02-06,Louisiana,Thibodaux,1100 block of Tiger Dr,0.0,4.0,0.0,0.0,0.0,2021,6.2,2021-02,February,2435.0,204.0,13373.0,7560.0,1094.0,680.0,0.0,7.0,9.0,2.0,853.0,404.0,16.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,1.0,0.0,1.0,0.0
2021-02 Louisiana,2021-02-18,Louisiana,Baton Rouge,2047 N Foster Dr,1.0,3.0,0.0,0.0,1.0,2021,6.2,2021-02,February,2435.0,204.0,13373.0,7560.0,1094.0,680.0,0.0,7.0,9.0,2.0,853.0,404.0,16.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,1.0,0.0,1.0,0.0
2021-02 Louisiana,2021-02-20,Louisiana,Metairie,6719 Airline Dr,2.0,2.0,1.0,0.0,0.0,2021,6.2,2021-02,February,2435.0,204.0,13373.0,7560.0,1094.0,680.0,0.0,7.0,9.0,2.0,853.0,404.0,16.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,1.0,0.0,1.0,0.0
2021-02 Louisiana,2021-02-26,Louisiana,Baton Rouge,4700 block of Paige St,0.0,4.0,0.0,0.0,0.0,2021,6.2,2021-02,February,2435.0,204.0,13373.0,7560.0,1094.0,680.0,0.0,7.0,9.0,2.0,853.0,404.0,16.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,1.0,0.0,1.0,0.0
2021-02 Louisiana,2021-02-28,Louisiana,Shreveport,4914 Mansfield Rd,0.0,5.0,0.0,0.0,0.0,2021,6.2,2021-02,February,2435.0,204.0,13373.0,7560.0,1094.0,680.0,0.0,7.0,9.0,2.0,853.0,404.0,16.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,1.0,0.0,1.0,0.0
2021-02 Minnesota,2021-02-09,Minnesota,Buffalo,755 Crossroads Campus Dr,1.0,4.0,0.0,0.0,1.0,2021,6.2,2021-02,February,23639.0,23839.0,15446.0,10501.0,1380.0,668.0,0.0,0.0,4.0,0.0,132.0,133.0,4.0,68.0,20.0,2.0,0.0,0.0,24.0,35.0,2.0,0.0,1.0,0.0
2021-02 Mississippi,2021-02-05,Mississippi,Benoit,1017 Lake Bolivar Rd,3.0,1.0,0.0,0.0,2.0,2021,6.2,2021-02,February,2468.0,0.0,9386.0,6389.0,573.0,359.0,0.0,11.0,4.0,0.0,1188.0,563.0,7.0,4.0,2.0,0.0,0.0,0.0,9.0,7.0,1.0,0.0,0.0,0.0
2021-02 Mississippi,2021-02-27,Mississippi,Columbus,1200 block of 7th St S,0.0,4.0,0.0,0.0,0.0,2021,6.2,2021-02,February,2468.0,0.0,9386.0,6389.0,573.0,359.0,0.0,11.0,4.0,0.0,1188.0,563.0,7.0,4.0,2.0,0.0,0.0,0.0,9.0,7.0,1.0,0.0,0.0,0.0
2021-02 Mississippi,2021-02-27,Mississippi,Pattison,Pattison-Tillman Rd,2.0,3.0,0.0,0.0,6.0,2021,6.2,2021-02,February,2468.0,0.0,9386.0,6389.0,573.0,359.0,0.0,11.0,4.0,0.0,1188.0,563.0,7.0,4.0,2.0,0.0,0.0,0.0,9.0,7.0,1.0,0.0,0.0,0.0
2021-02 Missouri,2021-02-21,Missouri,Kennett,1615 1st St,1.0,4.0,0.0,0.0,2.0,2021,6.2,2021-02,February,5368.0,0.0,21819.0,16008.0,2157.0,1233.0,0.0,19.0,8.0,0.0,1066.0,538.0,10.0,244.0,27.0,0.0,0.0,0.0,80.0,56.0,7.0,2.0,3.0,1.0
2021-02 New York,2021-02-01,New York,Rochester,400 block of Lyell Ave,1.0,3.0,0.0,0.0,0.0,2021,6.2,2021-02,February,3746.0,1928.0,10259.0,15690.0,3263.0,315.0,0.0,1.0,0.0,1.0,36.0,48.0,7.0,66.0,64.0,1.0,3.0,10.0,297.0,317.0,51.0,5.0,7.0,0.0
2021-02 North Carolina,2021-02-04,North Carolina,High Point,2912 W English Rd,1.0,3.0,1.0,0.0,0.0,2021,6.2,2021-02,February,49450.0,15.0,2128.0,15798.0,1387.0,236.0,0.0,21.0,18.0,3.0,1512.0,1097.0,11.0,622.0,95.0,7.0,6.0,1.0,1.0,21.0,1.0,0.0,0.0,0.0
2021-02 North Carolina,2021-02-13,North Carolina,Cary,101 Reed St,1.0,3.0,0.0,0.0,2.0,2021,6.2,2021-02,February,49450.0,15.0,2128.0,15798.0,1387.0,236.0,0.0,21.0,18.0,3.0,1512.0,1097.0,11.0,622.0,95.0,7.0,6.0,1.0,1.0,21.0,1.0,0.0,0.0,0.0
2021-02 North Carolina,2021-02-21,North Carolina,Teachey,Thomas Smith Ln,0.0,4.0,0.0,0.0,1.0,2021,6.2,2021-02,February,49450.0,15.0,2128.0,15798.0,1387.0,236.0,0.0,21.0,18.0,3.0,1512.0,1097.0,11.0,622.0,95.0,7.0,6.0,1.0,1.0,21.0,1.0,0.0,0.0,0.0
2021-02 Ohio,2021-02-28,Ohio,Cincinnati,3600 block of Idlewild Ave,3.0,2.0,0.0,1.0,0.0,2021,6.2,2021-02,February,18462.0,63.0,28134.0,16727.0,1730.0,1212.0,1.0,9.0,7.0,1.0,1071.0,417.0,8.0,144.0,53.0,9.0,0.0,0.0,33.0,21.0,0.0,2.0,2.0,0.0
2021-02 Oklahoma,2021-02-02,Oklahoma,Muskogee,903 Indiana St,6.0,1.0,0.0,0.0,1.0,2021,6.2,2021-02,February,2501.0,2.0,12984.0,8793.0,1467.0,832.0,1.0,7.0,14.0,1.0,1360.0,790.0,3.0,201.0,0.0,0.0,0.0,0.0,25.0,19.0,6.0,0.0,0.0,0.0
2021-02 Pennsylvania,2021-02-05,Pennsylvania,Mohnton,360 E Wyomissing Ave,1.0,3.0,0.0,0.0,0.0,2021,6.2,2021-02,February,36118.0,0.0,54737.0,22421.0,40.0,0.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0,87.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02 Pennsylvania,2021-02-17,Pennsylvania,Philadelphia,5597 Old York Rd,0.0,8.0,0.0,0.0,0.0,2021,6.2,2021-02,February,36118.0,0.0,54737.0,22421.0,40.0,0.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0,87.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02 Pennsylvania,2021-02-20,Pennsylvania,Norristown (East Norriton),2912 Swede Rd,1.0,4.0,0.0,0.0,1.0,2021,6.2,2021-02,February,36118.0,0.0,54737.0,22421.0,40.0,0.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0,87.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02 South Carolina,2021-02-28,South Carolina,Mccormick,437 Talbert Rd,0.0,4.0,0.0,0.0,1.0,2021,6.2,2021-02,February,13811.0,797.0,15041.0,7521.0,910.0,520.0,2.0,11.0,2.0,1.0,877.0,352.0,3.0,147.0,8.0,2.0,0.0,0.0,17.0,9.0,0.0,1.0,0.0,0.0
2021-02 Tennessee,2021-02-03,Tennessee,Memphis,800 block of Olympic St,1.0,3.0,0.0,0.0,0.0,2021,6.2,2021-02,February,9436.0,3845.0,29633.0,17566.0,1760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02 Tennessee,2021-02-06,Tennessee,Murfreesboro,Ewing Blvd and West St,1.0,4.0,0.0,0.0,1.0,2021,6.2,2021-02,February,9436.0,3845.0,29633.0,17566.0,1760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02 Texas,2021-02-09,Texas,Houston,945 W Little York Rd,0.0,4.0,0.0,0.0,0.0,2021,6.2,2021-02,February,38182.0,0.0,53772.0,27829.0,4217.0,2537.0,0.0,54.0,32.0,5.0,5229.0,2213.0,45.0,77.0,8.0,2.0,0.0,0.0,54.0,43.0,10.0,0.0,1.0,0.0
2021-02 Texas,2021-02-26,Texas,Houston,8708 Beechnut St,1.0,5.0,0.0,0.0,0.0,2021,6.2,2021-02,February,38182.0,0.0,53772.0,27829.0,4217.0,2537.0,0.0,54.0,32.0,5.0,5229.0,2213.0,45.0,77.0,8.0,2.0,0.0,0.0,54.0,43.0,10.0,0.0,1.0,0.0
2021-02 Texas,2021-02-28,Texas,Houston,13484 Northwest Fwy,0.0,4.0,0.0,0.0,0.0,2021,6.2,2021-02,February,38182.0,0.0,53772.0,27829.0,4217.0,2537.0,0.0,54.0,32.0,5.0,5229.0,2213.0,45.0,77.0,8.0,2.0,0.0,0.0,54.0,43.0,10.0,0.0,1.0,0.0
2021-02 Washington,2021-02-06,Washington,Tacoma,3634 E McKinley Ave,1.0,3.0,0.0,0.0,1.0,2021,6.2,2021-02,February,17955.0,398.0,24100.0,12681.0,3761.0,65.0,12.0,0.0,57.0,7.0,221.0,447.0,21.0,436.0,117.0,10.0,0.0,0.0,555.0,365.0,190.0,0.0,6.0,5.0
2021-03 Alabama,2021-03-23,Alabama,Aliceville,1st Ave SW and 15th St,2.0,2.0,0.0,0.0,0.0,2021,6.1,2021-03,March,42992.0,690.0,34675.0,20702.0,2048.0,1599.0,0.0,47.0,24.0,3.0,3223.0,1323.0,21.0,53.0,0.0,0.0,0.0,0.0,35.0,27.0,9.0,1.0,1.0,1.0
2021-03 Arizona,2021-03-16,Arizona,Phoenix,6215 W Elm St,3.0,1.0,1.0,0.0,0.0,2021,6.1,2021-03,March,10118.0,699.0,32738.0,15268.0,2497.0,1746.0,0.0,20.0,7.0,3.0,1790.0,654.0,11.0,179.0,23.0,4.0,0.0,0.0,27.0,17.0,4.0,0.0,0.0,0.0
2021-03 California,2021-03-05,California,Compton,609 N Long Beach Blvd,1.0,4.0,0.0,0.0,0.0,2021,6.1,2021-03,March,17904.0,12669.0,50271.0,35334.0,7327.0,0.0,0.0,3.0,0.0,0.0,563.0,388.0,16.0,2159.0,1303.0,121.0,0.0,0.0,10623.0,4159.0,829.0,44.0,28.0,1.0
2021-03 California,2021-03-06,California,Yuba City,Countryside Dr and Littlejohn Dr,2.0,3.0,0.0,0.0,0.0,2021,6.1,2021-03,March,17904.0,12669.0,50271.0,35334.0,7327.0,0.0,0.0,3.0,0.0,0.0,563.0,388.0,16.0,2159.0,1303.0,121.0,0.0,0.0,10623.0,4159.0,829.0,44.0,28.0,1.0
2021-03 California,2021-03-17,California,Stockton,Oro Ave and E Main St,0.0,5.0,0.0,0.0,0.0,2021,6.1,2021-03,March,17904.0,12669.0,50271.0,35334.0,7327.0,0.0,0.0,3.0,0.0,0.0,563.0,388.0,16.0,2159.0,1303.0,121.0,0.0,0.0,10623.0,4159.0,829.0,44.0,28.0,1.0
2021-03 California,2021-03-31,California,Orange,202 West Lincoln Ave,4.0,1.0,0.0,1.0,1.0,2021,6.1,2021-03,March,17904.0,12669.0,50271.0,35334.0,7327.0,0.0,0.0,3.0,0.0,0.0,563.0,388.0,16.0,2159.0,1303.0,121.0,0.0,0.0,10623.0,4159.0,829.0,44.0,28.0,1.0
2021-03 Colorado,2021-03-22,Colorado,Boulder,3600 Table Mesa Dr,10.0,0.0,0.0,1.0,1.0,2021,6.1,2021-03,March,13329.0,10.0,31050.0,19529.0,2771.0,2669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,62.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03 District of Columbia,2021-03-04,District of Columbia,Washington,3900 Martin Luther King Jr Ave SW,0.0,5.0,0.0,0.0,0.0,2021,6.1,2021-03,March,576.0,0.0,409.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03 District of Columbia,2021-03-31,District of Columbia,Washington,1300 block of Congress St SE,2.0,3.0,0.0,0.0,1.0,2021,6.1,2021-03,March,576.0,0.0,409.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03 Florida,2021-03-08,Florida,Clearwater,US-19 and Drew St,1.0,3.0,0.0,0.0,1.0,2021,6.1,2021-03,March,34498.0,0.0,91131.0,33936.0,6429.0,3970.0,1.0,8.0,6.0,0.0,4612.0,1399.0,9.0,1167.0,152.0,14.0,0.0,0.0,464.0,295.0,90.0,28.0,35.0,3.0
2021-03 Florida,2021-03-13,Florida,Orlando,200 block of Ring Rd,1.0,3.0,0.0,0.0,0.0,2021,6.1,2021-03,March,34498.0,0.0,91131.0,33936.0,6429.0,3970.0,1.0,8.0,6.0,0.0,4612.0,1399.0,9.0,1167.0,152.0,14.0,0.0,0.0,464.0,295.0,90.0,28.0,35.0,3.0
2021-03 Florida,2021-03-14,Florida,Tampa,10101 US-92,0.0,4.0,0.0,0.0,0.0,2021,6.1,2021-03,March,34498.0,0.0,91131.0,33936.0,6429.0,3970.0,1.0,8.0,6.0,0.0,4612.0,1399.0,9.0,1167.0,152.0,14.0,0.0,0.0,464.0,295.0,90.0,28.0,35.0,3.0
2021-03 Georgia,2021-03-16,Georgia,Acworth,6468 Hwy 92,8.0,1.0,0.0,0.0,1.0,2021,6.1,2021-03,March,38669.0,0.0,36123.0,14431.0,1313.0,1221.0,0.0,25.0,15.0,4.0,2357.0,1174.0,13.0,53.0,0.0,0.0,0.0,0.0,32.0,16.0,3.0,0.0,0.0,0.0
2021-03 Illinois,2021-03-14,Illinois,Chicago,6798 block of S South Chicago Ave,2.0,13.0,0.0,0.0,0.0,2021,6.1,2021-03,March,23382.0,1350676.0,35699.0,16114.0,0.0,2046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03 Illinois,2021-03-14,Illinois,Chicago,2600 block of E 77th St,0.0,4.0,0.0,0.0,0.0,2021,6.1,2021-03,March,23382.0,1350676.0,35699.0,16114.0,0.0,2046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03 Illinois,2021-03-26,Illinois,Chicago,2515 W 79th St,1.0,7.0,0.0,0.0,0.0,2021,6.1,2021-03,March,23382.0,1350676.0,35699.0,16114.0,0.0,2046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03 Illinois,2021-03-27,Illinois,River Grove,Belmont Ave,1.0,3.0,0.0,0.0,0.0,2021,6.1,2021-03,March,23382.0,1350676.0,35699.0,16114.0,0.0,2046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03 Illinois,2021-03-27,Illinois,Chicago,500 block of N Leamington Ave,0.0,4.0,0.0,0.0,0.0,2021,6.1,2021-03,March,23382.0,1350676.0,35699.0,16114.0,0.0,2046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03 Illinois,2021-03-28,Illinois,Chicago,I-57 and W 127th St,0.0,4.0,0.0,0.0,0.0,2021,6.1,2021-03,March,23382.0,1350676.0,35699.0,16114.0,0.0,2046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03 Indiana,2021-03-13,Indiana,Indianapolis,300 block of N Randolph St,4.0,1.0,0.0,0.0,1.0,2021,6.1,2021-03,March,912.0,144123.0,36403.0,19692.0,2543.0,1513.0,18.0,14.0,7.0,1.0,885.0,534.0,23.0,53.0,1.0,0.0,0.0,0.0,76.0,63.0,15.0,4.0,4.0,0.0
2021-03 Indiana,2021-03-15,Indiana,Indianapolis,2300 block of N Harding St,1.0,4.0,0.0,0.0,0.0,2021,6.1,2021-03,March,912.0,144123.0,36403.0,19692.0,2543.0,1513.0,18.0,14.0,7.0,1.0,885.0,534.0,23.0,53.0,1.0,0.0,0.0,0.0,76.0,63.0,15.0,4.0,4.0,0.0
2021-03 Louisiana,2021-03-18,Louisiana,New Orleans,2400 block of Annette St,0.0,4.0,0.0,0.0,0.0,2021,6.1,2021-03,March,5928.0,249.0,24021.0,11351.0,1624.0,1061.0,2.0,7.0,10.0,1.0,1515.0,795.0,17.0,0.0,0.0,0.0,0.0,0.0,31.0,17.0,2.0,2.0,0.0,0.0
2021-03 Maryland,2021-03-28,Maryland,Essex,1601 Middleborough Rd,4.0,1.0,1.0,0.0,0.0,2021,6.1,2021-03,March,9445.0,26.0,12103.0,8531.0,183.0,15.0,0.0,0.0,0.0,2.0,54.0,128.0,0.0,221.0,26.0,7.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0
2021-03 Michigan,2021-03-22,Michigan,Detroit,13300 block of Davidson St,1.0,3.0,0.0,0.0,0.0,2021,6.1,2021-03,March,30447.0,9963.0,41979.0,24546.0,3411.0,1159.0,0.0,7.0,8.0,6.0,44.0,279.0,8.0,112.0,9.0,0.0,0.0,0.0,68.0,15.0,1.0,1.0,3.0,0.0
2021-03 Mississippi,2021-03-07,Mississippi,Edwards,607 Wallace Dr,0.0,4.0,0.0,0.0,1.0,2021,6.1,2021-03,March,3558.0,0.0,19386.0,10388.0,870.0,751.0,0.0,10.0,9.0,1.0,1970.0,1042.0,4.0,18.0,1.0,0.0,0.0,0.0,14.0,5.0,2.0,0.0,2.0,0.0
2021-03 Mississippi,2021-03-27,Mississippi,Yazoo City,Dr Martin Luther King Jr Dr and Shady Dr,0.0,6.0,0.0,0.0,0.0,2021,6.1,2021-03,March,3558.0,0.0,19386.0,10388.0,870.0,751.0,0.0,10.0,9.0,1.0,1970.0,1042.0,4.0,18.0,1.0,0.0,0.0,0.0,14.0,5.0,2.0,0.0,2.0,0.0
2021-03 New Mexico,2021-03-11,New Mexico,Ohkay Owingeh,89 Co Rd 56,1.0,3.0,0.0,0.0,1.0,2021,6.1,2021-03,March,1081.0,0.0,11694.0,7378.0,997.0,566.0,0.0,17.0,7.0,0.0,468.0,537.0,2.0,55.0,0.0,0.0,0.0,0.0,123.0,87.0,7.0,2.0,3.0,0.0
2021-03 New York,2021-03-13,New York,Brooklyn,917 Flushing Ave,0.0,5.0,0.0,0.0,0.0,2021,6.1,2021-03,March,4955.0,2801.0,14211.0,21691.0,3916.0,423.0,0.0,1.0,1.0,4.0,47.0,42.0,8.0,68.0,92.0,0.0,7.0,12.0,365.0,431.0,61.0,9.0,12.0,1.0
2021-03 North Carolina,2021-03-06,North Carolina,Fayetteville,200 block of Shads Ford Blvd,1.0,4.0,0.0,0.0,0.0,2021,6.1,2021-03,March,57556.0,16.0,2461.0,22751.0,1857.0,364.0,0.0,14.0,15.0,1.0,2308.0,1806.0,25.0,730.0,137.0,14.0,9.0,4.0,3.0,14.0,5.0,0.0,0.0,0.0
2021-03 North Carolina,2021-03-12,North Carolina,Greensboro,100 block of Huffman St,1.0,3.0,0.0,0.0,0.0,2021,6.1,2021-03,March,57556.0,16.0,2461.0,22751.0,1857.0,364.0,0.0,14.0,15.0,1.0,2308.0,1806.0,25.0,730.0,137.0,14.0,9.0,4.0,3.0,14.0,5.0,0.0,0.0,0.0
2021-03 Ohio,2021-03-28,Ohio,Cleveland,5100 Pearl Rd,0.0,7.0,0.0,0.0,0.0,2021,6.1,2021-03,March,25646.0,96.0,42665.0,23081.0,2175.0,1843.0,0.0,13.0,3.0,4.0,1751.0,780.0,8.0,225.0,74.0,10.0,0.0,0.0,54.0,38.0,8.0,0.0,0.0,0.0
2021-03 Oregon,2021-03-18,Oregon,Gresham,750 E Powell Blvd,0.0,4.0,0.0,0.0,2.0,2021,6.1,2021-03,March,10308.0,1528.0,23731.0,13927.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03 Pennsylvania,2021-03-03,Pennsylvania,Erie,2105 Buffalo Rd,2.0,3.0,0.0,0.0,1.0,2021,6.1,2021-03,March,47252.0,0.0,74896.0,30420.0,49.0,0.0,752.0,0.0,0.0,0.0,0.0,0.0,0.0,821.0,110.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03 Pennsylvania,2021-03-11,Pennsylvania,Philadelphia,1400 block of N 76th St,2.0,2.0,0.0,0.0,1.0,2021,6.1,2021-03,March,47252.0,0.0,74896.0,30420.0,49.0,0.0,752.0,0.0,0.0,0.0,0.0,0.0,0.0,821.0,110.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03 Pennsylvania,2021-03-20,Pennsylvania,Philadelphia,4234 Germantown Ave,1.0,5.0,0.0,0.0,0.0,2021,6.1,2021-03,March,47252.0,0.0,74896.0,30420.0,49.0,0.0,752.0,0.0,0.0,0.0,0.0,0.0,0.0,821.0,110.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03 Pennsylvania,2021-03-26,Pennsylvania,Philadelphia,1080 N Delaware Ave,0.0,7.0,0.0,0.0,1.0,2021,6.1,2021-03,March,47252.0,0.0,74896.0,30420.0,49.0,0.0,752.0,0.0,0.0,0.0,0.0,0.0,0.0,821.0,110.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03 Tennessee,2021-03-26,Tennessee,Memphis,500 block of Arrington Ave,3.0,2.0,0.0,0.0,0.0,2021,6.1,2021-03,March,12979.0,6087.0,46941.0,25205.0,2628.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,131.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03 Texas,2021-03-10,Texas,Houston,6300 Ranchester Dr,3.0,1.0,0.0,0.0,3.0,2021,6.1,2021-03,March,53947.0,0.0,95320.0,47817.0,6098.0,4781.0,2.0,127.0,45.0,8.0,9486.0,4368.0,104.0,104.0,11.0,0.0,0.0,0.0,116.0,58.0,12.0,1.0,4.0,0.0
2021-03 Texas,2021-03-12,Texas,Austin,7408 Cameron Rd,0.0,4.0,0.0,0.0,0.0,2021,6.1,2021-03,March,53947.0,0.0,95320.0,47817.0,6098.0,4781.0,2.0,127.0,45.0,8.0,9486.0,4368.0,104.0,104.0,11.0,0.0,0.0,0.0,116.0,58.0,12.0,1.0,4.0,0.0
2021-03 Texas,2021-03-20,Texas,Dallas,10333 Technology Blvd,1.0,7.0,0.0,0.0,1.0,2021,6.1,2021-03,March,53947.0,0.0,95320.0,47817.0,6098.0,4781.0,2.0,127.0,45.0,8.0,9486.0,4368.0,104.0,104.0,11.0,0.0,0.0,0.0,116.0,58.0,12.0,1.0,4.0,0.0
2021-03 Texas,2021-03-20,Texas,Houston,10266 North Fwy,0.0,5.0,0.0,0.0,0.0,2021,6.1,2021-03,March,53947.0,0.0,95320.0,47817.0,6098.0,4781.0,2.0,127.0,45.0,8.0,9486.0,4368.0,104.0,104.0,11.0,0.0,0.0,0.0,116.0,58.0,12.0,1.0,4.0,0.0
2021-03 Texas,2021-03-28,Texas,San Antonio,2011 Dollarhide Ave,0.0,4.0,0.0,0.0,0.0,2021,6.1,2021-03,March,53947.0,0.0,95320.0,47817.0,6098.0,4781.0,2.0,127.0,45.0,8.0,9486.0,4368.0,104.0,104.0,11.0,0.0,0.0,0.0,116.0,58.0,12.0,1.0,4.0,0.0
2021-03 Virginia,2021-03-13,Virginia,Richmond,5100 Richmond Henrico Tpke,2.0,4.0,0.0,0.0,0.0,2021,6.1,2021-03,March,1228.0,650.0,42816.0,22192.0,5093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03 Virginia,2021-03-26,Virginia,Norfolk,100 block of W Balview Ave,0.0,4.0,0.0,0.0,0.0,2021,6.1,2021-03,March,1228.0,650.0,42816.0,22192.0,5093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03 Virginia,2021-03-26,Virginia,Virginia Beach,2000 block of Atlantic Ave,0.0,9.0,0.0,0.0,7.0,2021,6.1,2021-03,March,1228.0,650.0,42816.0,22192.0,5093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04 Alabama,2021-04-03,Alabama,Tuscaloosa,2314 4th St,0.0,4.0,0.0,1.0,1.0,2021,6.1,2021-04,April,35936.0,432.0,28723.0,16905.0,1962.0,1101.0,0.0,33.0,15.0,1.0,2103.0,885.0,6.0,50.0,0.0,0.0,0.0,0.0,34.0,35.0,10.0,0.0,0.0,1.0
